name,sold,price,date
(DISCONTINUE) Lenovo Legion Y540 - 15IRH | Pengganti : Legion 5 & 5i / IdeaPad Gaming 3 & 3i,126,14499000,[Timestamp('2021-01-14 00:00:00')]
"HP Omen 15 2020 Ryen 7-4800H 16GB 512GB GTX1660Ti 6GB Win10 15,6 FHD",9,17899000,[Timestamp('2021-01-14 00:00:00')]
"HP Omen 15 2020 Ryzen 7-4800H 16GB 512GB GTX1660Ti 6GB Win10 15,6 FHD",14,17999000,[Timestamp('2021-01-14 00:00:00')]
HP Omen 15 GTX1660Ti 6GB 144Hz Ryzen 7 4800H 16GB 512ssd Win10 15.6FHD,163,17849000,[Timestamp('2021-01-14 00:00:00')]
HP Omen 15 Ryzen 7 4800 16GB 1TB ssd GTX1660Ti 6GB W10 15.6FHD,42,18499000,[Timestamp('2021-01-14 00:00:00')]
HP Omen 15 Ryzen 7 4800 16GB 512ssd | 1TB SSD GTX1660Ti 6GB W10 15.6FHD,28,17849000,[Timestamp('2021-01-14 00:00:00')]
HP Omen 15 dh1020TX GeForce® RTX 2070 SUPER™ - i7 10750 32GB,3,32099000,[Timestamp('2021-01-14 00:00:00')]
HP Omen 15 i7 9750 16GB 1TB+512ssd RTX2060 6GB W10 15.6FHD,15,20699000,[Timestamp('2021-01-14 00:00:00')]
HP PAVILION 14-DV0065TX DV0066TX i5-1135G7 8GB 512SSD MX450 2GB WIN10,86,11999000,[Timestamp('2021-01-14 00:00:00')]
HP PAVILION 15 CORE i5-8250U/8GB/256GB/TOUCH - SECOND,15,8700000,[Timestamp('2021-01-14 00:00:00')]
HP PAVILION 15-EC0107AX R5 3550H 8GB 512GB SSD GTX1650 IPS WIN 10 not EC0001AX,75,12498000,[Timestamp('2021-01-14 00:00:00')]
HP PAVILION GAMING 15 DK1041TX  i7-10750H - 8GB - 1TB+256SSD - GTX1650 4GB - W10 - OFFICE - 144Hz,679,14999000,[Timestamp('2021-01-14 00:00:00')]
"HP PAVILION GAMING 15-DK1041TX-CORE 17 10750H-8GB-SSD256GB+1TB-GTX1650 - WARNA, RAM ORI 8GB",7,14909520,[Timestamp('2021-01-14 00:00:00')]
HP PAVILION Gaming 15-dk1064TX i5-10300H 8GB 512SSD RTX2060 6GB FHD WIN10 OHS,99,15900000,[Timestamp('2021-01-14 00:00:00')]
HP PAVILION X360 15-8130U-8GB-256GB-TOUCH-WIN10-SILVER-Second-AMB2,3,6465000,[Timestamp('2021-01-14 00:00:00')]
HP Pav Gaming 15-DK1064TX (Black Green) -  Intel i5-10300H(2.5Ghz),0,16299000,[Timestamp('2021-01-14 00:00:00')]
"HP Pavilion 13 - AN1035TU-34TU - i5-1035G1, 13.3"", 8GB, 512GB SSD, W10",22,10850000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 13 AN0031 i3 8145U 8GB 128GB-SSD INTEL-HD620 WIN-10,15,7799000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15-en0013AX RYZEN 7-4800H 512GB SSD 144hz 16GB RTX 2060 6GB,522,22499000,[Timestamp('2021-01-14 00:00:00')]
"HP OMEN 15-ek0044TX - i7-10750H 16GB 1TB SSD RTX 2060 6GB 15.6"" 144Hz",70,24499000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15-EK0044TX i7-10750H 16GB 1TB RTX2060 6GB 144Hz Win10+OHS,39,24499000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15-DH0180TX - i7-9750H 16GB 512GB 1TB RTX2060 6GB WIN10 OHS,14,23895000,[Timestamp('2021-01-14 00:00:00')]
HP Envy X360 13 AMD RYZEN 7 4700U 8GB 512GB W10 13.3FHD,210,15099000,[Timestamp('2021-01-14 00:00:00')]
HP Envy X360 13-AG0023AU Ryzen 7 SSD 512GB Win 10,24,15399000,[Timestamp('2021-01-14 00:00:00')]
HP Envy X360 Convertible Ryzen 7 SSD 512GB,14,8750000,[Timestamp('2021-01-14 00:00:00')]
HP Envy x360 13 Ryzen 7 4700U 16GB 512ssd Vega 10 W10 13.3FHD AY0006AU,48,18499000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy x360 13 ar0108au Ryzen 7 3700u 16GB 512 SSD 13"" FHD TOUCH WIN",28,15699000,[Timestamp('2021-01-14 00:00:00')]
HP Envy x360 13 ay0006AU 2in1 Touch Ryzen 7 4700 16GB 512ssd Vega7 W10,3,18499000,[Timestamp('2021-01-14 00:00:00')]
HP Envy x360 13-ay0005AU Ryzen 5 4500 8GB 512GB-SSD Vega-8 WIN10,2,17499000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy x360 15 Ryzen 5-4500U 16GB 512GB Radeon Vega 8 Win10 15,6 FHD",94,13899000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 14 - dv0065TX dv0066TX i5 1135G7 8GB 512ssd MX450 2GB OHS,42,11999000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy x360 15 Ryzen 5-4500U 8GB 256GB Radeon Vega 8 Win10 15,6 FHD",168,11899000,[Timestamp('2021-01-14 00:00:00')]
HP GAMING PAVILION 15-EC1076AX - RYZEN 7-4800H - 16GB - 512SSD - GTX1660Ti 6GB - WIN10 - OFFICE,5,16399000,[Timestamp('2021-01-14 00:00:00')]
HP Gaming Pavilion 15-dk1064TX i5-103000H 8GB 512GB SSD RTX2060 Win 10+OHS,204,15699000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15 144hz - AMD Ryzen 7 4800H 16GB 512ssd GTX1660TI 6GB Win10,137,17849000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15 144hz AMD Ryzen 7 4800H 16GB 512ssd GTX1660TI 6GB W10,485,17849000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15 144hz AMD Ryzen 7 4800H 16GB 512ssd GTX1660TI 6GB W10 -Blac,27,17899000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15 GTX 1660Ti - 144HZ - RYZEN 7 4800H - 16GB RAM - 1TB SSD - Mica Silver,16,18699000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15 GTX 1660Ti - 144HZ - RYZEN 7 4800H - 16GB RAM - 512GB SSD - Mica Silver,97,18049000,[Timestamp('2021-01-14 00:00:00')]
HP OMEN 15 en0045ax | Ryzen 5 4600H 16GB 512SSD GTX1660Ti 6GB 144hz,140,17799000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy x360 15 Ryzen 7-4700U 16GB 512GB AMD Radeon Win10 15,6 FHD",68,15999000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 15 X360 Touch | Ryzen 7 4700 8GB 512ssd Vega7 W10 15.6FHD,10,14799000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 14 X360 Touch i5 10210 8GB 256ssd W10 14.0FHD,14,10199000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 14 X360 Touch i5 1035G1 8GB 512ssd W10 14.0FHD,6,11500000,[Timestamp('2021-01-14 00:00:00')]
Hp Elitebook 820 G4 i5 7200 8GB Laptop seri bisnis probook envy,93,5545000,[Timestamp('2021-01-14 00:00:00')]
Hp Envy X360 13 AY0006AU Amd RYZEN 7 4700U 16GB 512GB W10 FREE OFFICE,105,18499000,[Timestamp('2021-01-14 00:00:00')]
Hp Envy X360 13 Ryzen 5 4500U 8GB 512SSD WIN10+OHS AY0005AU,6,15999000,[Timestamp('2021-01-14 00:00:00')]
Hp Envy x360 13-ay0006AU Ryzen 7 4700 16GB 512ssd Vega7 W10+OHS 13.3,6,18999000,[Timestamp('2021-01-14 00:00:00')]
Hp Pavilion X360 14 dh1001TX - i3 10110 8GB 512 VGA 2GB 14FHD Touch,3,9349000,[Timestamp('2021-01-14 00:00:00')]
IdeaPad Gaming 3 - i7-10750H/16Gb/512SSD/Win10/GTX1650 (81Y400AUID),1,16099000,[Timestamp('2021-01-14 00:00:00')]
Jual PROMO LAPTOP MURAH ACER ASPIRE 3 A315 41 R97J - AMD RYZEN 5 2500,8,9071400,[Timestamp('2021-01-14 00:00:00')]
Jual PROMO LAPTOP MURAH ACER SWIFT SF314-56G|I5-8265|4GB|1TB|VGA MX,5,11375000,[Timestamp('2021-01-14 00:00:00')]
LAPTOP ACER - ASPIRE 5 (A514-53) i3-1005 MAGICAL COLOUR-FHD,4,7600000,[Timestamp('2021-01-14 00:00:00')]
LAPTOP ACER ASPIRE  E14 E5 475 i3 RAM 4GB HDD 500GB WINDOWS 10,4,5895500,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 3 A314-22 AMD ATHLON 3050U 4GB 256GB 14"" FHD W10",254,5950000,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 3 A314-22 AMD RYZEN 3-3250U 4GB 256GB 14"" OHS W10",275,6699000,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 3 A314-32 INTEL N4120 4GB 256GB SSD 14"" WIN10+OHS",2,5455000,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 3 SLIM A314-22 ATHLON 3050U 4GB 512GB 14""HD WIN10",144,5799000,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 3 SLIM A314-22 R4ZD - RYZEN 5-3500U - 8GB - 512GB SSD - 14""FHD - WIN10 - OFFICE",28,8299000,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 3 SLIM A314-22 RYZEN 3-3250U 4GB 256GB 14""FHD WIN10",37,6999000,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 3 SLIM A314-22 RYZEN 3-3250U 4GB 512GB 14""HD WIN10",2,6799000,[Timestamp('2021-01-14 00:00:00')]
"HP Pavilion x360 dh1001TX 14"" FHD Core i3-10110U 8GB 512GB SSD Nvidia MX130 2GB WIN10 dh1033TX",9,9759000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion x360 14-dh1033tx i3-10110U 8 GB 512 GB SSD NVME Win10 GOLD,444,9999000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion X360 Convertible 13-U027TU Ci5 6200U 8GB Touchscreen,5,12000000,[Timestamp('2021-01-14 00:00:00')]
"HP Pavilion X360 14-dh1054TX dh1055TX i7-10510 8GB 512GB MX250 14"" W10",245,15499000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 14 dv0065TX i5 1135G7 8GB 512ssd MX450 2GB W10+OHS 14.0FHD,5,11999000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 14-DV0068TX I7-1165G7 8GB 512GB SSD MX450 2GB FHD FREE OHS GARANSI RESMI,39,14199000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 14-dv0065TX dv0066TX i5-1135G7 8GB 512GB MX450 2GB W10 OHS,42,12499000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 15 dk1064TX GeForce RTX™ 2060 MaxQ i5 10300 8GB 512ssd - No bunding,22,15449000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 15 dk1141TX GeForce® GTX 1660Ti - 144Hz i7 10750H 8GB - No bundling,21,17749000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 15-DK1064TX [i5-10300H/8GB/512GB/RTX2060MAXQ-6GB/W10+OHS],10,15850000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion ENVY 13 AN0031WM - i3 8145U 8GB 128GB ssd W10 13.3 FHD,738,7799000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15 - ec1076ax ryzen 7 4800h 16gb 512gb gtx 1660ti 100% sRGB W10,230,16633000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion 14 X360 Touch i5 1035G1 8GB 256ssd W10 14.0FHD Gold,45,10099000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15 DK1064TX I5-10300H 8GB 512GB RTX 2060 6GB 144Hz,35,15598000,[Timestamp('2021-01-14 00:00:00')]
"HP Pavilion Gaming 15 Ryzen 7-3750H 16GB 512GB GTX1650 Win10 15,6 FHD",6,12799000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15 dk1141TX i7 10750H 512SSD+32op 8GB GTX1660TI OHS - Non Bundling,30,17741000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15 dk1141TX i7-10750H 144Hz GTX 1660Ti 8GB 512GB+32 - NON BUNDLING,15,17741000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15 ec1076AX GeForce® GTX 1660Ti - Ryzen 7 4800 - No bundling,30,16549000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15 ec1076AX Ryzen 7 4800 16GB 512ssd GTX1660Ti 6GB - Non Bundling,80,16542000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15 ec1076AX Ryzen 7-4800H GTX 1660Ti 16GB 512GB SSD - NON BUNDLING,45,16542000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15-dk0042TX i7 9750H|8GB|1TB+256 SSD|GTX1650 4GB,364,14899000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15-dk0042tx I7-9750H 8GB SSD 256GB + HDD 1000GB NVIDIA GTX1650 4GB,1,12150000,[Timestamp('2021-01-14 00:00:00')]
HP Pavilion Gaming 15 Ryzen 7 3750 8GB 512ssd GTX1650 4GB W10 15.6FHD,6,12299000,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 3 SLIM A314-22 RYZEN 5-3500U 8GB 512GB 14"" WIN10",61,8299000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 15 X360 Touch i5 10210 8GB 256ssd+OPT 16GB W10 15.6FHD,16,12199000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 15 X360 Touch Ryzen 5 4500U 8GB 512ssd Vega6 Win10 15.6FHD,2,12699000,[Timestamp('2021-01-14 00:00:00')]
Gaming Laptop Lenovo Core I5 8265U Ideapad S145 - P0ID VGA Nvidia 2GB,5,8990000,[Timestamp('2021-01-14 00:00:00')]
HARGA PROMOOO DELL INSPIRON 14R 5437,11,7250000,[Timestamp('2021-01-14 00:00:00')]
"HP - ENVY x360 2-in-1 15.6"" Touch-Screen - AMD Ryzen 5 4500 - 8GB - 512GB SSD - Nightfall Black",11,12699000,[Timestamp('2021-01-14 00:00:00')]
HP 14s dk1122AU dk1123AU - AMD Athlon Gold 3150 4GB 512ssd W10+OHS 14HD,8,6899000,[Timestamp('2021-01-14 00:00:00')]
HP 22-C0035D AIO(White) | Intel Core i3-8130U | Intel Graphics 620 |RAM 4GB | HDD 1TB | W10,0,8550000,[Timestamp('2021-01-14 00:00:00')]
"HP 240 G7 Laptop /14""/Corei5-8265U/4GB/IntelHDGraphics620/256GBSSD",3,14300000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY - 13-ba1030TX i5 1135G7 8GB 512GB-SSD MX450 2GB 13.3-FHD,80,16899000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY - 13-ba1031TX i5 1135G7 8GB 512GB-SSD MX450 2GB 13.3-FHD,7,16899000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY - 13-ba1033TX i7 1165G7 16GB 512GB-SSD MX450 2GB 13.3-FHD,16,20699000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 13 X360 TOUCH I7-1165G7 8GB 512GB-SSD INTEL IRIS-XE WINDOWS-10,14,16399000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 13 i7 1165G7 - TOUCHSCREEN - INTEL IRIS XE - 8GB RAM - 512gb ssd,42,16799000,[Timestamp('2021-01-14 00:00:00')]
"HP ENVY 13 i7-10510U 16GB 1TB SSD MX350-2GB 13.3"" 4K UHD TOUCH WIN10",2,19695000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 13-AD179TU (3PT11PA) Core i5-8250U/8GB/256GB/VGA/Non-TOUCH,8,16100000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 13-AQ0016TX GRAPHIC WINDOWS 10,2,14999999,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 13-ba1032TX/ba1033TX i7-1165G7 512GB SSD 16GB MX 450 2GB Win10,64,20999000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 15 - RYZEN 7 4700U - 512GB SSD - 8GB RAM - WINDOWS 10,14,14799000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 15 CP0012 X360 AMD RYZEN 7 2700 8GB 256SSD ATI VEGA 10 FHD W10,12,10599000,[Timestamp('2021-01-14 00:00:00')]
"GAMING MSI GF63 9SCXR.838 i5 9300 8GB 256ssd GTX1650 4GB W10 15"" RDT1",3,10749000,[Timestamp('2021-01-14 00:00:00')]
